OBJECTID,name,alternate_name,category,subcategory,address1,address2,address3,address4,address5,lat,lon,POINT_Z
544,JFK House Kennedy Parade,,Health Centre,NULL,J.f.k. House,John F Kennedy Parade,Sligo,F91 XTX2,,-8.4688866305609,54.271181801988,
545,"Joe Duffy Building, GMS Payment Board",,Health Centre,NULL,HSE North Road,Dublin 11,D11 XKF3,,,-6.30923814235087,53.4033993202396,
546,Johnstown,Johnstown,Health Centre,,Johnstown,Macroom,Co. Cork.,,,-9.08411486518498,51.8096965292573,
547,Johnstown Bridge Health Centre,Johnstownbridge,Health Centre,,Johnstown Bridge,Co. Kildare,A83 AV97,,,-6.85752818091518,53.4011524587964,
548,Johnstown Health Centre,Johnstown,Health Centre,,Oldtown Road,Johnstown,Navan,Co. Meath,C15 TW56,-6.64635112438645,53.6351386621667,
549,Kanturk Health Centre,Kanturk,Health Centre,,Hospital Hill,Kanturk,Co. Cork,P51 H96H,,-8.91460985518597,52.1760872476818,
550,Keadue Health Centre (New),Keadue,Health Centre,,Keadue West,Keadue,Boyle,Co. Roscommon,F52 NH70,-8.14295936534031,54.0528037000437,
551,Kealkil,Kealkil,Health Centre,,Kealkil,Co. Cork.,,,,-9.38631356516352,51.7486491073167,
552,"Keash Road, 3 Teach Cairde - PCC",,Health Centre,NULL,Teach ChairdÃƒÂ©,3 Keash Road,Ballymote,Co. Sligo,F56 V248,-8.51327770947065,54.0868320071294,
553,Kells,Kells,Health Centre,,Kells,Co. Kilkenny.,,,,-7.27502068262187,52.5402544943776,
